detailCategory,detailSource,partner,period,paymentId,txnType,speedFlag,processingMethod,payerFunding,payeeFunding,payerCcy,payeeCcy,payerCountry,payeeCountry,accountId,paymentType,submissionDate,creditCompleteDate,creditCompleteMonth,payerEmail,payerBusinessName,payeeEmail,payeeBusinessName,creditRail,transactionProcessingMethodRaw,fundingMethodUsed,payeeAmountCurrency,payeeAmount,usdAmountDebited,paymentUsdEquivalentAmount,estRevenue,txnTypeRaw,isRTP,isFasterAch,partnerGroupSource,initiatorStatus,typeDefn,reversalDate,paymentPriority,stampliFxDirection,customerMarkupPct,stampliBuyRatePct,stampliMarkupPct,stampliMarkupPctCalculated,stampliMarkupPctUsed,stampliMarkupPctMatchesSheet,stampliMarkupAmount,stampliMarkupAmountProvided,stampliMarkupAmountCalculated,stampliMarkupAmountMatchesSheet,midMarketFallbackUsed
transaction,offline_billing,Stampli,2026-05,7346400,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1344548,payment,2026-04-27,2026-05-01,2026-05,81138962917186220555ea641d73a4c46f2ae17a2235d59a72c@stampli.com,Ollie Pets Inc.,olliepets-43b3e589-afa6-4b2b-b66b-c15b753f66d8-USD@stampli.com,Cargill Incorporated,CITI,Nacha,Bank,USD,984607.54,984607.54,984607.54,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353625,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1405146,payment,2026-04-28,2026-05-04,2026-05,13165665117265888365fe1e152fd5f49c1a74ee7f6620fb409@stampli.com,Hadassah Northeast,hadassahnortheast-5d6ecb76-27c4-4d95-9c24-adfaba103620-USD@stampli.com,Four Points By Sheraton,CITI,Nacha,Bank,USD,2192.31,2192.31,2192.31,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353068,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1418280,payment,2026-04-28,2026-05-04,2026-05,3408611211728315281dca7c89deb9f471da5c2d09d8230abb8@stampli.com,Volunteers of American Ohio &amp; Indiana,voaohin-948a94f4-d9ce-475d-9a9d-8c358b632db4-USD@stampli.com,Nicole Toombs,CITI,Nacha,Bank,USD,298.97,298.97,298.97,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354068,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1750665,payment,2026-04-28,2026-05-04,2026-05,83234492017628777280c8cce900009489ebcadda75c60429ee@stampli.com,"Backyard Nature Products, LLC",birdchoice-8d2a6c1a-994f-4665-89a2-7aeee314be42-USD@stampli.com,Sailor Plastics,CITI,Nacha,Bank,USD,1306.8,1306.8,1306.8,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356229,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1449965,payment,2026-04-28,2026-05-04,2026-05,8246915501732221924134c6a279c2f4f6d80a32e1c92c65f79@stampli.com,West Texas Cementers LLC,wtc-910a03b5-f78c-41c6-a815-64890aeda766-USD@stampli.com,Obsidian Chemical Solutions LLC,CITI,Nacha,Bank,USD,36549.3,36549.3,36549.3,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348941,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1398359,payment,2026-04-28,2026-05-04,2026-05,0428406361725891313c6696fa809c34885b07535b3adc7b1d2@stampli.com,Dynacraft BSC Inc,dynacraft-9d30e41e-959f-4d2c-b7d8-cae2387500c2-USD@stampli.com,"TRANSGROUP GLOBAL LOGISTICS, SCAN GLOBAL LOGISTICS",CITI,Nacha,Bank,USD,1234.61,1234.61,1234.61,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354029,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1782439,payment,2026-04-28,2026-05-04,2026-05,390904663176555521988eeb971872f4381be888571ed306baa@stampli.com,"The Bruce Company of Wisconsin, Inc.",brucecompany-9f2c9866-390f-4f3e-9732-7bf181c63385-USD@stampli.com,Urban Gardener,CITI,Nacha,Bank,USD,308,308,308,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347153,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695275,payment,2026-04-27,2026-05-01,2026-05,833577905175829047140e5fa119dfa44008e8d1a8fb8df6a68@stampli.com,"MPP Infusion Center of Orlando, LLC",vivoap-538cb365-d902-4bb6-946b-2b87a40520e9-USD@stampli.com,"Coverall North America, Inc",CITI,Nacha,Bank,USD,617.7,617.7,617.7,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355420,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1438746,payment,2026-04-28,2026-05-04,2026-05,47566991517307558472e561fb8a02f4eaf8e97aa40ad64e23a@stampli.com,"World 50, LLC",world50-63ae2125-626b-4626-8e15-df2f19a744ee-USD@stampli.com,Polaris Limited Partners LLC,CITI,Nacha,Bank,USD,25000,25000,25000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339733,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1326193,payment,2026-04-27,2026-05-01,2026-05,813933573171588420900fe20b185a346d3a046603898c4517e@stampli.com,"Science Interactive Group, LLC",sigap-056db471-fef6-4c3c-b78b-cb26c02c90bf-USD@stampli.com,Mcmaster-Carr Supply Co.,CITI,Nacha,Bank,USD,1945.47,1945.47,1945.47,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346960,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1464811,payment,2026-04-27,2026-05-01,2026-05,362197758173472393251e4ff33cf1b456293d79af72523c333@stampli.com,JCC Chicago,jccchicago-1979b853-a8a4-4c6a-98bf-964353f4e110-USD@stampli.com,Wolfoods Inc,CITI,Nacha,Bank,USD,6610,6610,6610,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346684,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1553262,payment,2026-04-27,2026-05-01,2026-05,2042408731744210836f7c25e44f78b4cbabb2e96ee6449beb2@stampli.com,Grain Capital,bridgeferry-0662397f-e2bf-4bc8-be6c-2665f6313b19-USD@stampli.com,Cape & Islands,CITI,Nacha,Bank,USD,3580.69,3580.69,3580.69,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346165,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1773212,payment,2026-04-27,2026-05-01,2026-05,9232016901764787311da21ff4396834ced921ae3362dd015b9@stampli.com,Moments Hospice of Alexandria LLC,moments-c7f52979-42ad-4a03-9700-fca97088ceae-USD@stampli.com,April Patton,CITI,Nacha,Bank,USD,5000,5000,5000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341878,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1408355,payment,2026-04-27,2026-05-01,2026-05,8334932801727112641ca20382a04a74f41b164dd6daa575129@stampli.com,"TZVECL Management of SC, LLC",tzvecl-0408cc4d-f846-4c11-a822-80ebc44c8de7-USD@stampli.com,Ocean Breezes Home Cleaning Services,CITI,Nacha,Bank,USD,746.13,746.13,746.13,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354028,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904972,payment,2026-04-28,2026-05-04,2026-05,8624962241776180687675b5e4bb87349908abf205f921439b9@stampli.com,Virginia Beach Healthcare,hrtgcs-5b715116-ba5f-48d3-a4d4-78bcc68e13dd-USD@stampli.com,Wallace 360,CITI,Nacha,Bank,USD,2516,2516,2516,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347911,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695304,payment,2026-04-27,2026-05-01,2026-05,92093409317582913269d6b72c234ae4f09af91cd221d178509@stampli.com,"Vivo Infusion Virginia, LLC",vivoap-2aca125c-62af-42c0-9b14-8bac9f62df05-USD@stampli.com,"Central Park Marketplace Holdings, LLC",CITI,Nacha,Bank,USD,7318.05,7318.05,7318.05,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356316,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1413991,payment,2026-04-29,2026-05-04,2026-05,860833522172771381899ef2e4ff4f94ea58fa8c22e6c9f7d60@stampli.com,"Arrivia, Inc.",arrivia-53562b30-b1c5-4b2f-b122-495ce0425235-USD@stampli.com,EPAM Systems Inc,CITI,Nacha,Bank,USD,368488,368488,368488,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353694,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1484481,payment,2026-04-28,2026-05-04,2026-05,20892304717373996254f2cd904644b480ca10d9a4082d23ed7@stampli.com,"Rowland Air, Inc.",aps-ea062d52-f350-4916-a53e-d01462af387a-USD@stampli.com,Cedar Plaza,CITI,Nacha,Bank,USD,1612.5,1612.5,1612.5,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352594,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1801060,payment,2026-04-28,2026-05-04,2026-05,4745799231767198655366d740833c047fe82bc283554194415@stampli.com,"RP Restaurant, LLC",gibsons-0ef16306-903a-4505-8fc5-2fc5d8dd1365-USD@stampli.com,"FINER FOODS, INC",CITI,Nacha,Bank,USD,4769.08,4769.08,4769.08,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7353691,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1813809,payment,2026-04-28,2026-05-04,2026-05,8339966751768422858762e9466f7a543299e556f96afb8a09f@stampli.com,"1X Technologies, Inc.",us-ap1xtech-ad81e27c-623c-470c-a174-6ee4baa8d9e1-USD@stampli.com,Future Electronics Corp.,CITI,Nacha,Bank,USD,71558.06,71558.06,71558.06,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352800,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1399455,payment,2026-04-28,2026-05-04,2026-05,824154223172597964447d50867a429468cbf12c343bd53890e@stampli.com,Togetherwork Holdings LLC,togetherwork-f7008474-82fa-4441-a894-3481cc035bde-USD@stampli.com,Jody Bowen,CITI,Nacha,Bank,USD,1125,1125,1125,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352065,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904981,payment,2026-04-28,2026-05-04,2026-05,99119887217761807106b6cb3ba17b343d496e17c0a73cca148@stampli.com,King Operator LLC,hrtgcs-fb2cd267-74e7-444e-a7d2-387b10881433-USD@stampli.com,Eventus WholeHealth Mgmt,CITI,Nacha,Bank,USD,6300,6300,6300,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354879,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904788,payment,2026-04-28,2026-05-04,2026-05,8626048691776177038e1cd9cfcf91a4cda9bbe0b6939a948a5@stampli.com,Harrisonburg Health,hrtgcs-b82eaf0c-af71-437e-9b69-44a514a4d1be-USD@stampli.com,"Reqqer, LLC",CITI,Nacha,Bank,USD,59,59,59,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7338310,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1718506,payment,2026-04-27,2026-05-01,2026-05,36471892417601147232ca63d5840734d74804c17692bac46fa@stampli.com,Floyd Traylor Honda,fthonda-645010b6-f6b6-4f74-b66c-5d3a0427d381-USD@stampli.com,COLORS ON PARADE,CITI,Nacha,Bank,USD,899,899,899,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339752,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1398359,payment,2026-04-27,2026-05-01,2026-05,0428406361725891313c6696fa809c34885b07535b3adc7b1d2@stampli.com,Dynacraft BSC Inc,dynacraft-3e0e7c62-a8f6-46de-a7f0-8c0622688b0f-USD@stampli.com,"NEWGEN BUSINESS SOLUTIONS, INC.",CITI,Nacha,Bank,USD,205,205,205,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339751,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1398359,payment,2026-04-27,2026-05-01,2026-05,0428406361725891313c6696fa809c34885b07535b3adc7b1d2@stampli.com,Dynacraft BSC Inc,dynacraft-b28cf06a-2c2f-4a3a-a238-52457b1913ca-USD@stampli.com,257 Five Star Breaktime Solutions,CITI,Nacha,Bank,USD,132.95,132.95,132.95,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7343562,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1732777,payment,2026-04-27,2026-05-01,2026-05,27288557217613162542850d87982874bc393d81113aac09f97@stampli.com,"Strategic Dental Executives, LLC",cdp-42748fd8-8daf-45f6-b4e3-2362cf089efd-USD@stampli.com,Discus Dental,CITI,Nacha,Bank,USD,779.36,779.36,779.36,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339693,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1476825,payment,2026-04-27,2026-05-01,2026-05,13263063417364411192bcb1ce889694585b27c99fdb0255b65@stampli.com,"Bentex Group, Inc.",bentexgroup-4ae01df3-7952-4f8e-9448-d52ff701a04c-USD@stampli.com,FLASH RETAIL SOLUTIONS LLC,CITI,Nacha,Bank,USD,690,690,690,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7368361,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1476825,payment,2026-04-30,2026-05-04,2026-05,13263063417364411192bcb1ce889694585b27c99fdb0255b65@stampli.com,"Bentex Group, Inc.",bentexgroup-efd7aea0-825b-4cc1-917b-1860fb2bc4ef-USD@stampli.com,"SEGA OF AMERICA, INC.",CITI,Nacha,Bank,USD,465520.02,465520.02,465520.02,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7344937,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1834180,payment,2026-04-27,2026-05-01,2026-05,5606141761770219932389e0b0e80744137a326541e18953b5c@stampli.com,Deerfield Episcopal Retirement Community,derc-62646b5a-5202-4334-a2af-fe15f61468da-USD@stampli.com,"Mechanical Building Systems, LLC",CITI,Nacha,Bank,USD,15804.82,15804.82,15804.82,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347215,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695307,payment,2026-04-27,2026-05-01,2026-05,4639322931758291335cbc299380c0d49e6a6dc8d584bf66279@stampli.com,"Physician's Management Company of Texas, LLC",vivoap-8e3f1dd7-341f-41a8-a4cb-b4d4f7057298-USD@stampli.com,"Eitan Group North America, Inc",CITI,Nacha,Bank,USD,16.28,16.28,16.28,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7345018,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1459860,payment,2026-04-27,2026-05-01,2026-05,9225674801733922938d4f01dbc2fd9465e88931c8ebc128e55@stampli.com,"TGS Dedham, LLC",thegardnerschool-05631ec1-1940-415b-aa7e-890ad18819f0-USD@stampli.com,Sysco Boston,CITI,Nacha,Bank,USD,6712.68,6712.68,6712.68,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7346887,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1400020,payment,2026-04-27,2026-05-01,2026-05,36424197017260182233c22e0d0a1e0466a800d2a7f611ed02c@stampli.com,Noble Network of Charter Schools,nobleinvoices-5e719944-d461-4d02-bfaa-b0e8fe0e7d31-USD@stampli.com,BSN SPORTS INC.,CITI,Nacha,Bank,USD,1239,1239,1239,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355514,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1405505,payment,2026-04-28,2026-05-04,2026-05,77013359817266347219f77fa071169489db5c2bd7004f2ca3b@stampli.com,"Plantel Nurseries, Inc.",plantel-617e42e4-29ec-44ce-87bd-c5f5ec408ae9-USD@stampli.com,Zoila Cabrales,CITI,Nacha,Bank,USD,1800,1800,1800,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7366341,Domestic,FasterACH,ACH,Bank,Bank,USD,USD,US,US,1288914,payment,2026-04-30,2026-05-01,2026-05,9547294681710875686668e1a3f1fc7449f9003896b80b96551@stampli.com,Anastasia Beverly Hills LLC,anastasiabh-8e6ab75e-c7f9-4201-a4d2-5be284d5d685-USD@stampli.com,ERIN PARSONS INC,CITI,Nacha,Bank,USD,35000,35000,35000,0,Domestic,false,true,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354426,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904788,payment,2026-04-28,2026-05-04,2026-05,8626048691776177038e1cd9cfcf91a4cda9bbe0b6939a948a5@stampli.com,Harrisonburg Health,hrtgcs-693b622b-0dad-4448-b835-2629e613884b-USD@stampli.com,SNF Metrics LLC,CITI,Nacha,Bank,USD,799,799,799,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348008,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695267,payment,2026-04-28,2026-05-01,2026-05,36487756617582904517f469c8643124407ba52b732e45e3712@stampli.com,"MPP Infusion Center of Tyler, LLC",vivoap-3bc57a8c-279a-492a-860f-dc5cdf0f8655-USD@stampli.com,"Zoran Kurepa, MD",CITI,Nacha,Bank,USD,4000,4000,4000,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356517,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1546436,payment,2026-04-29,2026-05-04,2026-05,833712870174352148083d68edc10774870a031255bf828ab44@stampli.com,"Ortega National Parks, LLC",explorusap-f22ae38e-dce1-4bb4-ac5f-0e42d3f6879e-USD@stampli.com,Joe Marty,CITI,Nacha,Bank,USD,8153.51,8153.51,8153.51,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7348801,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1847378,payment,2026-04-28,2026-05-04,2026-05,8446665021771425044fa4ccaec35454303ae91d99a601db6fc@stampli.com,FlexCare Infusion Centers,flexcareinfusion-9fa96a2d-4eb8-43e5-b6b1-ec55ea5be05b-USD@stampli.com,Jeffrey Weber,CITI,Nacha,Bank,USD,2256.41,2256.41,2256.41,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342440,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1732777,payment,2026-04-27,2026-05-01,2026-05,27288557217613162542850d87982874bc393d81113aac09f97@stampli.com,"Strategic Dental Executives, LLC",cdp-7601cbd6-40a0-487c-9b9e-9a3509a6250c-USD@stampli.com,Desaray Jonson,CITI,Nacha,Bank,USD,677.5,677.5,677.5,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339809,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1402911,payment,2026-04-27,2026-05-01,2026-05,9422662661726251322e4f4d1a184ff446493907bfae0e936cc@stampli.com,BiRite Foodservice Distributors,biriteap-dc313e32-47fa-4bd1-a6f3-0cb15cd8871f-USD@stampli.com,"CREATIVE PLANT DESIGN,INC",CITI,Nacha,Bank,USD,617.07,617.07,617.07,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347950,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1695267,payment,2026-04-28,2026-05-01,2026-05,36487756617582904517f469c8643124407ba52b732e45e3712@stampli.com,"MPP Infusion Center of Tyler, LLC",vivoap-9cb1cb99-ea73-44ac-96f9-93c71514ef44-USD@stampli.com,"Solomon Abdo dba Mercado Partners II, Ltd.",CITI,Nacha,Bank,USD,5737.74,5737.74,5737.74,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354917,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904967,payment,2026-04-28,2026-05-04,2026-05,852646273177618067786e9095d460f4105831f14d757c5134c@stampli.com,Fairfax Rehabilitation and Nursing Center,hrtgcs-54bc168b-f5b6-4e30-b5f0-0b0c8d2339af-USD@stampli.com,Volatia,CITI,Nacha,Bank,USD,73.1,73.1,73.1,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7367798,Domestic,FasterACH,ACH,Bank,Bank,USD,USD,US,US,1482132,payment,2026-04-30,2026-05-01,2026-05,95429271517370522264bcd7746847949d69b9ead8ea8ec5770@stampli.com,"Chaparral Medical Group, Inc.",akidoap-b64c8757-86c2-4c3e-bc78-90f5bb3b9374-USD@stampli.com,Tina Maria Barriga,CITI,Nacha,Bank,USD,3392.16,3392.16,3392.16,0,Domestic,false,true,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352361,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1904981,payment,2026-04-28,2026-05-04,2026-05,99119887217761807106b6cb3ba17b343d496e17c0a73cca148@stampli.com,King Operator LLC,hrtgcs-8c43ee30-37fe-4a1b-b0c3-92637450b7f0-USD@stampli.com,ACS Pro Global Solutions LLC,CITI,Nacha,Bank,USD,599.84,599.84,599.84,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342287,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1476349,payment,2026-04-27,2026-05-01,2026-05,9336439491736388923e15c6b075022404393a913d59f5435ee@stampli.com,Sunset Bay Owner LLC,integra-8fc88ae2-49b9-4ae7-8600-307c231fcc01-USD@stampli.com,INFORMATION MANAGEMENT SERVICES,CITI,Nacha,Bank,USD,600,600,600,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7342315,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1333652,payment,2026-04-27,2026-05-01,2026-05,3008935811716928243e906e45f35ba487c907582519379338d@stampli.com,"National Grid Renewables Development, LLC",nationalgridrenewables-133e0faa-d005-4258-aa13-0f6bb85ddac5-USD@stampli.com,Kirk Hamm and Lisa Hamm,CITI,Nacha,Bank,USD,320,320,320,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7354493,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404205,payment,2026-04-28,2026-05-04,2026-05,4807343941726494341de3c5e68aac647cdb2d3ecf1a76e5f1f@stampli.com,"cfm Distributors, Inc",cfmdistrib-7f7f1597-7a38-4ef1-b429-5a72448b21f2-USD@stampli.com,HAGGARD HAULING & RIGGING,CITI,Nacha,Bank,USD,1120,1120,1120,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339851,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1404162,payment,2026-04-27,2026-05-01,2026-05,82194112817264916370a66debfbea84e258ed967ce8a47e0a7@stampli.com,Clark Logic,clarklogic-4bafda6e-6060-4fb0-af37-14c574f74838-USD@stampli.com,Howell Parfet Schau,CITI,Nacha,Bank,USD,1350,1350,1350,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7356480,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1546436,payment,2026-04-29,2026-05-04,2026-05,833712870174352148083d68edc10774870a031255bf828ab44@stampli.com,"Ortega National Parks, LLC",explorusap-ed2e811a-02bc-4e04-b42b-9b24cede4642-USD@stampli.com,Nationwide Agribusiness Insurance Company,CITI,Nacha,Bank,USD,336106.84,336106.84,336106.84,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7355558,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1466747,payment,2026-04-28,2026-05-04,2026-05,751847871173506053044541259f0274c3b9e5dc219ace84b0a@stampli.com,USA Gymnastics - State and Regions,stateandregion-c9c48c56-b8bf-4348-add5-68b3cf6f316a-USD@stampli.com,The Spark Collaborative by Stephanie Curry,CITI,Nacha,Bank,USD,200,200,200,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7347884,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1466835,payment,2026-04-27,2026-05-01,2026-05,8625692251735079429cfdcf177f04a4fd3abdbe572e66dbd60@stampli.com,Redwood Family Care Network,rfcn-52bf95e7-21d1-4f9f-8d0b-a766b86ed9b6-USD@stampli.com,1907 N Raymond LLC,CITI,Nacha,Bank,USD,2050,2050,2050,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7339840,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1425834,payment,2026-04-27,2026-05-01,2026-05,52160189217292567033d226e6cd02d49fcb57994dd1d1b6589@stampli.com,"Gary Railway Company, LLC",transtar-4b956313-7858-4602-86d7-bf2b7b021e73-USD@stampli.com,HAMMOND MACHINE WORKS INC,CITI,Nacha,Bank,USD,20402.4,20402.4,20402.4,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7352239,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1400372,payment,2026-04-28,2026-05-04,2026-05,83198842817260717449261e659b86544cdba37cd36b0709ec1@stampli.com,TCI Texarkana Inc,tka-ef5acf09-6a8e-49dc-b265-c9c0a916a4ea-USD@stampli.com,"TOYOTA AUTOMATED LOGISTIC AMERICAS, LLC",CITI,Nacha,Bank,USD,340.75,340.75,340.75,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
transaction,offline_billing,Stampli,2026-05,7341737,Domestic,Standard,ACH,Bank,Bank,USD,USD,US,US,1875106,payment,2026-04-27,2026-05-01,2026-05,8220710771773878433338c7fa5f0cb4c37ac6b438d45781c04@stampli.com,Georgia Treatment Services LLC,maricap-1d7ef44c-16cb-44f6-a7b7-c7c85b848dea-USD@stampli.com,"Richardson, Steere & Associates",CITI,Nacha,Bank,USD,732.04,732.04,732.04,0,Domestic,false,false,Stampli,,,,,,,,,,,,,,,,
